name,stage,amount_raised,current_investors,investment_sector,geography,date,website,Funding Announcment,ctvc_link
Proxima Fusion,Pre-Seed,7000000,Plural; UVC Partners; High-Tech Grunderfonds; Wilbe Group,"Energy, Power & Storage","Munich, Germany",05-Jun-23,,https://www.eu-startups.com/2023/05/munich-based-proxima-fusion-raises-e7-million-to-bring-in-the-next-generation-fusion-power-plants/?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
CUR8,Pre-Seed,7000000,CapitalT; Google Ventures,"Energy, Power & Storage","London, UK",05-Jun-23,curbed.com,https://www.eu-startups.com/2023/05/london-based-climate-tech-cur8-raises-e6-1-million-to-accelerate-the-carbon-removals-industry/?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Jolt,Series A,6000000,Axon Partners Group; Climentum Capital; Ship2B Ventures,"Energy, Power & Storage","Tarragona, Spain",05-Jun-23,jolt.com,https://tech.eu/2023/06/02/green-hydrogen-can-jolt-into-action-as-barcelona-start-up-raises-eur6-million/?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Newtrace,Seed,6000000,Sequoia Capital India; Aavishkaar Capital; IKP Knowledge Park; Micelio Fund; Speciale Invest,"Energy, Power & Storage","Bengaluru, India",05-Jun-23,newtrace.io,https://entrackr.com/2023/05/climate-tech-startup-newtrace-raises-5-65-mn-in-seed-round/?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Cocoli,Seed,3000000,Adevinta Ventures; Ship2B Ventures; IBB Ventures,"Buildings; Energy, Power & Storage; Waste, Plastic & Recycling; Food, Agriculture & Forestry; Industrial Processes & Management; Transportation & Mobility; General Catalyst; Other; Other: CCUS","Berlin, Germany",05-Jun-23,cocolita.pl,https://www.finsmes.com/2023/05/cocoli-raises-e3m-in-seed-funding.html?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Zparq,Seed,3000000,Santander; Almi Invest GreenTech; EIT InnoEnergy,Transportation & Mobility,"Älta, Sweden",05-Jun-23,zparq.se,https://marineindustrynews.co.uk/swedish-startup-closes-e2-5m-seed-round/?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Uncaged Innovations,Pre-Seed,2000000,InMotion Ventures; VegInvest; Stray Dog Capital; Alwyn Capital; Hack Capital; GlassWalls Syndicate,"Buildings; Energy, Power & Storage; Waste, Plastic & Recycling; Food, Agriculture & Forestry; Industrial Processes & Management; Transportation & Mobility; General Catalyst; Other; Other: CCUS","Troy, NY",05-Jun-23,uncagedinnovations.com,https://www.businessleader.co.uk/uncaged-innovations-raises-2-million/?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Earthodic,Pre-Seed,2000000,Closed Loop Partners; Investible; Tenacious Ventures; Twynam Agricultural Group,"Buildings; Energy, Power & Storage; Waste, Plastic & Recycling; Food, Agriculture & Forestry; Industrial Processes & Management; Transportation & Mobility; General Catalyst; Other; Other: CCUS","Brisbane, Australia",05-Jun-23,earthodic.com,https://www.businessnewsaustralia.com/articles/wax-off--bio-coatings-on--earthodic-raises--1-85m-to-make-paper-packaging-stronger--more-recyclable.html?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Riverse,Seed,2000000,Techstars; angels,"Energy, Power & Storage","Lyon, France",05-Jun-23,repharmacy.com,https://www.finsmes.com/2023/06/riverse-raises-e1-5m-in-funding.html?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
i-TES,Seed,1000000,Eureka Venture; Tech4Planet,"Energy, Power & Storage","Turin, Italy",05-Jun-23,itesm.mx,"https://www.finsmes.com/2023/05/i-tes-closes-e1-4m-capital-increase.html?ref=ctvc.co#:~:text=i%2DTES%2C%20a%20Turin%2C,Venture%20SGR%20through%20%E2%80%9CEureka!",https://www.ctvc.co//permitting-reform-debt-ceiling/
Carbogenics,Seed,1000000,Green Angel Ventures; Scottish Enterprise; Old College Capital,"Waste, Plastic & Recycling","Edinburgh, United Kingdom",05-Jun-23,carbogenics.com,https://www.finsmes.com/2023/06/carbogenics-raises-1m-in-funding.html?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Global Thermostat,Undisclosed,,Presidio Ventures,CCUS,"Commerce City, CO",05-Jun-23,globalthermostat.com,https://world.einnews.com/pr_news/636730294/sumitomo-corporation-invests-in-direct-air-capture-technology-pioneer-global-thermostat?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
LAND,Series A,,Ancora,Transportation & Mobility,"Cleveland, OH",05-Jun-23,landsend.com,https://www.electrikez.com/land-accelerates-production-of-its-electric-two-wheeler-the-district-with-series-a-funding/?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Lyten,Undisclosed,,Stellantis Ventures,"Energy, Power & Storage","San Jose, CA",05-Jun-23,lyten.com,https://www.stellantis.com/en/news/press-releases/2023/may/stellantis-invests-in-lyten-s-breakthrough-lithium-sulfur-ev-battery-technology?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Braya Renewable Fuels,Undisclosed,86000000,Government of Canada,"Energy, Power & Storage","Dallas, TX",05-Jun-23,,https://biodieselmagazine.com/articles/2518733/canada-invests-in-renewable-diesel-saf-conversion-project?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Carbios,Grant,58000000,French Government,"Waste, Plastic & Recycling","Clermont-ferrand, France",05-Jun-23,carbios.com,https://www.ptonline.com/news/carbios-gets-54-million-for-enzymatic-recycling-facility-and-research?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
CleanMax,Acquisition,360000000,Brookfield Asset Management,"Energy, Power & Storage","Mumbai, India",05-Jun-23,cleanmax.com,https://www.reuters.com/markets/deals/brookfield-acquires-controlling-stake-indias-cleanmax-solar-360-mln-2023-06-01/?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Current Foods,Acquisition,,Wicked Foods,"Food, Agriculture & Forestry","San Francisco, CA",05-Jun-23,currentfoods.com,https://www.just-food.com/news/wicked-kitchen-buys-current-foods/?ref=ctvc.co,https://www.ctvc.co//permitting-reform-debt-ceiling/
Charm Industrial,Series B,100000000,Elad Gil; Exor; General Catalyst; Kinnevik; Lowercarbon Capital; Thrive Capital,"Energy, Power & Storage","San Francisco, CA",12-Jun-23,charmindustrial.com,https://www.finsmes.com/2023/06/charm-industrial-raises-100m-in-series-b-financing.html?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Forge Nano,Series C,50000000,Ascent Hydrogen Fund; Catalus Capital; Hanwha Solutions; OIC,"Energy, Power & Storage","Louisville, CO",12-Jun-23,forgenano.com,https://www.finsmes.com/2023/06/forge-nano-raises-us-50m-in-funding.html?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
SustainCERT,Series B,37000000,Citizen Capital; Hartree Partners; Innovacom; Microsoft Climate Innovation Fund; Partech,General Catalyst,"Luxembourg, Luxembourg",12-Jun-23,sustain-cert.com,https://www.finsmes.com/2023/06/sustaincert-closes-37m-in-series-b-funding.html?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Ecovative Design,Series E,30000000,AiiM Partners; FootPrint Coalition; Standard Investments; Viking Global Investors,Industrial Processes & Management,"Green Island, NY",12-Jun-23,,https://www.retaildive.com/news/ecovative-mycelium-mushroom-technology-forager-funding-round/652358/?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
OXCCU,Series A,23000000,Aramco Ventures; Clean Energy Ventures; Aramco Ventures; Eni Next; United Airlines Ventures; Braavos Capital; Kiko Ventures; University of Oxford; Trafigura; TechEnergy Ventures; Doral Energy-Tech Ventures,Other: CCUS,"Oxford, United Kingdom",12-Jun-23,oxccu.com,https://www.environmentalleader.com/2023/06/oxccu-funding-to-advance-sustainable-aviation-fuel/?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Woltair,Series A,22000000,ArcTern Ventures; Fifth Wall; Inven Capital; KAYA; The Westly Group,Buildings,"Prague, Czech Republic",12-Jun-23,woltair.cz,https://tech.eu/2023/06/07/woltair-harges-ahead-with-eur205-million-funding-to-energize-renewable-revolution/?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Sourcemap,Series B,20000000,Energize Ventures; The E14 Fund,Industrial Processes & Management,"New York, NY",12-Jun-23,sourcemap.com,https://www.axios.com/pro/climate-deals/2023/06/06/sourcemap-energize-ventures-e14-linkedin-supply-chain-monitoring?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
River,Series B,15000000,Al-Futtaim Group,Transportation & Mobility,"Bengaluru, India",12-Jun-23,riverside.fm,https://www.thehindubusinessline.com/companies/ev-maker-river-raises-15-m-in-fresh-round-of-funding/article66937911.ece?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
MyForest Foods,Series A,15000000,Ecovative Design,"Food, Agriculture & Forestry","Green Island, NY",12-Jun-23,myforestfoods.com,https://www.businesswire.com/news/home/20230605005893/en/MyForest-Foods-Announces-15-Million-Series-A-2-Funding-Appoints-Food-Industry-Expert-as-New-CEO?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Amogy,Series B,11000000,Mitsubishi Corporation; Mitsubishi Heavy Industries; Marunouchi; Synergy Marine,"Energy, Power & Storage","Brooklyn, NY",12-Jun-23,amogy.co,https://www.finsmes.com/2023/06/amogy-raises-11m-in-series-b-2-funding.html?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Magrathea Metals,Seed,10000000,Capricorn Investment Group; VoLo Earth Ventures; Counteract; EQT Foundation; Exor; Valor Equity Partners,Industrial Processes & Management,"San Francisco, CA",12-Jun-23,magratheametals.com,https://magratheametals.com/news/seedround?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Nori,,6000000,Cargill; M13; Placeholder; Toyota Ventures,"Food, Agriculture & Forestry","Seattle, WA",12-Jun-23,norisoku.com,https://www.geekwire.com/2023/carbon-removal-startup-nori-raises-6-25m-from-toyota-and-others-names-new-ceo/?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Oort Energy,Seed,6000000,Energy Revolution Ventures; TRIREC,"Energy, Power & Storage","Bristol, United Kingdom",12-Jun-23,oortenergy.com,https://www.prnewswire.com/news-releases/oort-energy-secures-5m-seed-funding-to-decarbonise-industry-with-green-hydrogen-301843956.html?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Solar Monkey,Growth,4000000,Helen Ventures; Eneco; 4impact; Innovation Quarter,"Energy, Power & Storage","Amsterdam, Netherlands",12-Jun-23,solarmonkey.es,https://siliconcanals.com/news/solar-monkey-launches-in-the-uk/?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Nium,Seed,3000000,AgFunder; DCVC; Carbon13,"Energy, Power & Storage","Harwell, United Kingdom",12-Jun-23,nium.com,https://agfundernews.com/nium-raises-3m-seed-round-from-agfunder-dcvc-to-eliminate-haber-bosch-from-ammonia-production?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
sentra.world,Seed,2000000,Avaana Capital; RPG Ventures; Golden Sparrow Ventures,Industrial Processes & Management,"Bengaluru, India",12-Jun-23,,https://inc42.com/buzz/saas-climate-tech-startup-sentra-world-bags-funding-to-help-companies-with-green-sourcing/?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
About:Energy,,2000000,HighSage Ventures; Vireo Ventures; Plug and Play; Electric Revolution Ventures,"Energy, Power & Storage","London, UK",12-Jun-23,aboutenergy.io,https://www.finsmes.com/2023/06/aboutenergy-raises-1-5m-in-seed-funding.html?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
TeraWatt Technology,Series C,,Development Bank of Japan; GLIN Impact Capital; INPEX Corporation; JAFCO; JIC Venture Growth Investments; Khosla Ventures; Mori Trust; Rakuten Capital; Temasek Holdings,"Energy, Power & Storage","San Francisco, CA",12-Jun-23,terawatt-technology.com,https://www.prnewswire.com/news-releases/terawatt-technology-completes-pre-c-funding-round-to-accelerate-the-large-scale-pilot-production-of-its-next-generation-lithium-ion-batteries-301842054.html?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Flume,,,HCAP Partners,Buildings,"San Luis Obispo, CA",12-Jun-23,flumewater.com,https://www.prnewswire.com/news-releases/hcap-partners-invests-in-flume-water-301844459.html?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Boston Metal,,20000000,International Finance Corporation,Industrial Processes & Management,"Woburn, MA",12-Jun-23,bostonmetal.com,https://pressroom.ifc.org/all/pages/PressDetail.aspx?ID=27557&ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
RevFin,,5000000,U.S. International Development Finance Corp.,Transportation & Mobility,"Delhi, India",12-Jun-23,revfine.com,https://www.bqprime.com/business/ev-financing-platform-revfin-services-raises-5-million?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
American Battery Materials,SPAC,,Seaport Global Acquisition II Corp,"Energy, Power & Storage","Greenwich, CT",12-Jun-23,americanbatterymaterials.com,https://www.globenewswire.com/news-release/2023/06/02/2681110/0/en/Seaport-Global-Acquisition-II-Corp-and-American-Battery-Materials-Announce-Definitive-Business-Combination-Agreement-to-Create-Nasdaq-Listed-Company.html?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
IrriWatch,Acquisition,,Hydrosat,"Food, Agriculture & Forestry",Netherlands,12-Jun-23,irriwatch.com,https://spacenews.com/hydrosat-acquires-irriwatch/?ref=ctvc.co,https://www.ctvc.co//wildfires-canada-new-york/
Tomorrow.io,Series E,87000000,Activate Capital Partners; Canaan Partners; Clearvision Ventures; JetBlue Ventures; Pitango VC; RTX Ventures; Seraphim Space; Square Peg Capital,Other,"Boston, MA",20-Jun-23,tomorrow.io,https://www.tomorrow.io/blog/tomorrow-io-successfully-launches-second-satellite-and-closes-series-e-funding/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Eavor,Series B,37000000,OMV AG; BP Ventures; Eversource Energy; Vickers Venture Partners,"Energy, Power & Storage","Calgary, Canada",20-Jun-23,eavor.com,https://www.eavor.com/press-releases/eavor-commences-commercialization-through-major-investment-and-landmark-partnership-with-omv/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
FERNRIDE,Series A,31000000,10x Founders; Fly Ventures; HHLA Next; KRONE; Promus Ventures; PUSH Ventures; Schenker Ventures; Speedinvest,Transportation & Mobility,"Munich, Germany",20-Jun-23,fernride.com,https://sifted.eu/articles/fernride-raises-31m-autonomous-vehicles-news?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Uncommon,Series A,30000000,Balderton Capital; East Alpha; Lowercarbon Capital; Max Altman; Miray Zaki; Redalpine; Sam Altman; Sebastiano Cossia Castiglioni,"Food, Agriculture & Forestry","Cambridge, United Kingdom",20-Jun-23,uncommongoods.com,https://www.reuters.com/business/lab-grown-meat-maker-uncommon-raises-30-mln-openais-sam-altman-others-2023-06-09/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
On.Energy,Series B,20000000,Ultra Capital; Phalanx Investment Partners,"Energy, Power & Storage","Miami, FL",20-Jun-23,onenergyet.com,https://www.businesswire.com/news/home/20230613115791/en/On.Energy-Secures-20-Million-of-Infra-Growth-Equity-Led-by-Ultra-Capital-to-Expand-North-American-Battery-Energy-Storage-System-Deployment?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Everest Fleet,,20000000,Uber,Transportation & Mobility,"Mumbai, India",20-Jun-23,everestfleet.com,https://economictimes.indiatimes.com/tech/funding/uber-leads-20-million-funding-round-in-mumbai-based-fleet-operator-everest-fleet/articleshow/100971969.cms?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
ClimateView,Series B,15000000,SEB Venture Capital; Sandwater; Polar Structure; Norrsken VC; NordicNinja VC; Hampus Jakobsson; CommerzVentures; 2050,Other,"Stockholm, Sweden",20-Jun-23,climateviewer.org,https://www.finsmes.com/2023/06/climateview-raises-e14m-in-funding.html?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Sicona Battery Technologies,Series A,15000000,Artesian VC; Chaos Ventures; Himadri Chemicals & Inds; Investible; Riverstone Holdings; Waratah Capital Advisors,"Energy, Power & Storage","Alexandria, Australia",20-Jun-23,siconabattery.com,https://www.prnewswire.com/news-releases/industry-leaders-invest-22-million-in-australian-energy-start-up-sicona-battery-technologies-301850413.html?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Unspun,Series A,14000000,Lowercarbon Capital; SOSV; Modern Venture Partners; Climate Capital; Signia Venture Partners,Other,"San Francisco, CA",20-Jun-23,unspun.io,https://www.just-style.com/news/unspun-secures-14m-funding-for-sustainable-3d-weaving-technology/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Pebble,Series A,14000000,Lightspeed Venture Partners; UpHonest Capital; Visionplus,Transportation & Mobility,"Sunnyvale, CA",20-Jun-23,pebblepost.com,https://techcrunch.com/2023/06/13/pebble-mobility-wants-to-build-the-iphone-of-electric-rvs/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Gridware,Seed,11000000,Fifty Years; Lowercarbon Capital; Convective Capital; Hawktail Management; Kindergarten Ventures; Liquid 2 Ventures; Rebel Fund; TRAC; True Ventures; Wireframe Ventures,"Energy, Power & Storage","Walnut Creek, CA",20-Jun-23,gridware.com.au,https://www.prnewswire.com/news-releases/gridware-raises-10-5-million-to-improve-grid-reliability-nationwide-301848356.html?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Helixintel,Series A,11000000,National Grid Partners; Munich Re Ventures; Stellifi; Motivate Ventures,Buildings,"Buffalo, NY",20-Jun-23,helixintel.com,https://www.prnewswire.com/news-releases/helixintel-secures-series-a-funding-round-to-fuel-expansion-in-building-management-industry-301847514.html?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Climate Vault Solutions,Series A,9000000,Inclusive Capital Partners; King Philanthropies; Thirdstream Partners; Valor Siren Ventures,Other,"Seattle, WA",20-Jun-23,,https://www.finsmes.com/2023/06/climate-vault-solutions-raises-usd9-4m-in-series-a-funding.html?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Eturnity AG,Series A,9000000,Alantra,"Energy, Power & Storage","Chur, Switzerland",20-Jun-23,,https://www.venturelab.swiss/Eturnity-secures-CHF-8-Million-Series-A-funding-to-drive-growth-in-solar-heating-and-emobility-sales-software?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Vive Crop Protection,Series C,8000000,BDC Capital; Co-operators; Emmertech; Export Development Canada; iSelect; Lex Capital; Urbana,"Food, Agriculture & Forestry","Mississauga, Canada",20-Jun-23,vivecrop.com,https://www.vivecrop.com/news/extension-series-c?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Standard Fleet,Seed,7000000,Canvas Ventures; UP2398,Transportation & Mobility,"San Francisco, CA",20-Jun-23,standardfleet.com,"https://venturebeat.com/data-infrastructure/standard-fleet-raises-funding-expand-fleet-management-platform-electric-vehicles/?ref=ctvc.co#:~:text=Standard%20Fleet%2C%20a%20provider%20of,Pierre%20Omidyar",https://www.ctvc.co//transferable-tax-credit-clarity-155/
Sensoneo,Series A,7000000,Crowdberry; European Innovation Council; Taiwania Capital Management Corporation; Venture to Future Fund,"Waste, Plastic & Recycling","Bratislava, Slovakia",20-Jun-23,sensoneo.com,https://ain.capital/2023/06/09/sensoneo-raises-6-2m-by-taiwania-capital/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Skytree,Seed,6000000,Horticoop; The Yield Lab Europe,"Energy, Power & Storage","Amsterdam, Netherlands",20-Jun-23,skytree-navi.com,https://siliconcanals.com/crowdfunding/skytree-raises-5-5m/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Fazla Gıda,Series B,6000000,212; Esor Investments; Founder One; Turkey Development Fund; Turkiye Teknoloji Gelistirme Vakfi,"Food, Agriculture & Forestry","Istanbul, Turkey",20-Jun-23,,https://tech.eu/2023/06/07/turkeys-fazla-raises-6-million-investment-at-43-million-valuation-priming-european-expansion-of-its-waste-reduction-company/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Reask,Seed,6000000,Collaborative Fund; Hawktail Management; Macdoch Ventures; Mastry Ventures; SVA; Tencent,Other,"Sydney, Australia",20-Jun-23,reask.earth,https://www.insurtechinsights.com/climate-analytics-insurtech-reask-raises-4-6-million-in-latest-seed-funding-drive/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Dynelectro,Seed,5000000,EIFO; Vsquared; PreSeed Ventures,"Energy, Power & Storage","Copenhagen, Denmark",20-Jun-23,dynelectro.dk,https://startupdope.com/dynelectro-secures-4-5m-green-fuels/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
HydGene,Seed,4000000,Agronomics,"Energy, Power & Storage","North Parramatta, Australia",20-Jun-23,hydgene.com,https://www.globalhydrogenreview.com/hydrogen/16062023/agronomics-invests-in-hydgene-renewables/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Omnevue,Seed,3000000,Elbow Beach Capital; Pi Labs; Zone2boost,Other,"London, UK",20-Jun-23,,https://www.finextra.com/pressarticle/97225/esg-accounting-startup-omnevue-secures-31-million-in-seed-funding?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Tem.,Seed,3000000,AlbionVC; Christian Deger; Revent,"Energy, Power & Storage","London, UK",20-Jun-23,temple.edu,https://www.finsmes.com/2023/06/tem-raises-2-5m-in-seed-funding.html?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
EcoChain,Undisclosed,3000000,Phase2.earth; Volta Ventures,Other,"Amsterdam, Netherlands",20-Jun-23,ecochain.com,https://techfundingnews.com/amsterdam-based-climate-tech-ecochain-bags-e3m-to-drive-sustainable-impact/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Axle Energy,Pre-Seed,2000000,Eka Ventures; Picus Capital,"Energy, Power & Storage","London, UK",20-Jun-23,,https://tech.eu/2023/06/14/uks-axle-raises-16-million-to-flip-the-switch-on-energy-use/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Telo Trucks,Pre-Seed,1000000,GoAhead Ventures; Underdog Labs; WorkPlay Ventures; others,Transportation & Mobility,"San Carlos, California",20-Jun-23,,https://techcrunch.com/2023/06/14/ev-startup-telo-america-small-pickup-truck/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Arda Biomaterials,Pre-Seed,1000000,Clean Growth Fund; Plug and Play; Satgana; Serpentine Ventures,"Waste, Plastic & Recycling","Southwark, London",20-Jun-23,,https://tech.eu/2023/06/12/london-s-arda-biomaterials-raises-1-1-million-to-help-you-drink-your-beer-and-wear-it-too/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Enersee,Seed,1000000,Peak,"Energy, Power & Storage","Brussels, Belgium",20-Jun-23,,https://tech.eu/2023/06/14/belgium-s-enersee-does-a-rebrand-raises-1-2-million-and-uses-ai-to-decarbonise-offices-hospitals-and-industrial-buildings/?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Raise Green,Seed,1000000,Connecticut Innovations; Sky Ventures Group,General Catalyst,"Somerville, MA",20-Jun-23,raisegreen.com,https://www.axios.com/pro/climate-deals/2023/06/14/raise-green-esg-crowdfunding-investment-marketplace-renewables?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Noodoe,Undisclosed,,ABM Industries,"Energy, Power & Storage","Walnut, CA",20-Jun-23,noodoe.com,https://www.prnewswire.com/apac/news-releases/noodoe-announces-strategic-investment-from-abm-301848335.html?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
KORE Power,,850000000,,"Energy, Power & Storage","Coeur D'alene, ID",20-Jun-23,korepower.com,https://www.businesswire.com/news/home/20230609005051/en/KORE-Power-Receives-Conditional-Commitment-for-850-Million-from-the-U.S.-Department-of-Energy%E2%80%99s-Loan-Programs-Office-for-the-KOREPlex-Advanced-Battery-Manufacturing-Facility?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
SK on,Growth,400000000,ENGZ Holdings; JPT Holdings; Wert Holdings; MBK Partners,"Energy, Power & Storage","Seoul, South Korea",20-Jun-23,skongmx.com,https://koreajoongangdaily.joins.com/2023/06/08/business/industry/Korea-SK-On-battery/20230608175735933.html?utm_source=Sailthru&utm_medium=email&utm_campaign=Keep%20Cool%206/11/2023&utm_term=Keep%20Cool,https://www.ctvc.co//transferable-tax-credit-clarity-155/
CubicPV,,103000000,Breakthrough Energy Ventures; Hunt Energy Enterprises; SCG Cleanergy,"Energy, Power & Storage","Bedford, MA",20-Jun-23,cubicpv.com,https://www.businesswire.com/news/home/20230613280901/en/CubicPV-Receives-First-Stage-of-103M-in-Equity-Financing-to-Support-U.S.-Factory-Plans-and-Tandem-Development?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
Granite Source Power,,40000000,New Energy Capital,"Energy, Power & Storage","Middleton, DE",20-Jun-23,,https://www.finsmes.com/2023/06/granite-source-power-raises-40m-in-growth-capital.html?ref=ctvc.co,https://www.ctvc.co//transferable-tax-credit-clarity-155/
1Komma5°,Series B,470000000,G2 Venture Partners,Buildings,"Hamburg, Germany",26-Jun-23,kommandotech.com,https://siliconcanals.com/news/startups/1komma5-secures-430m/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
KoBold Metals,Series C,195000000,T. Rowe Price; Andreessen Horowitz; Breakthrough Energy Ventures,"Energy, Power & Storage","Berkeley, CA",26-Jun-23,koboldmetals.com,https://www.axios.com/pro/climate-deals/2023/06/20/mining-tech-kobold?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Omeat,Series A,40000000,S2G Ventures; Google Ventures; Bold Capital Partners; Tyson Ventures; Rethink Food; Trailhead Capital; Cavallo Ventures,"Food, Agriculture & Forestry","Los Angeles, CA",26-Jun-23,,https://techcrunch.com/2023/06/22/omeat-beef-cultivated-meat-foodtech/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Guardian Agriculture,Series A,20000000,Fall Line Capital,"Food, Agriculture & Forestry","Boston, MA",26-Jun-23,guardian.ag,https://agfundernews.com/brief-guardian-agriculture-nets-20m-in-series-a-to-expand-precision-crop-protection-drone-technology?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
Yellow,Series B,14000000,EEP Africa,"Energy, Power & Storage","Cape Town, South Africa",26-Jun-23,yellowpages.com,https://techcrunch.com/2023/06/19/paygo-solar-startup-yellow-raises-14-million-to-scale-in-africa/?ref=ctvc.co,https://www.ctvc.co//lpo-ford-battery-production/
GreenPlaces,Series A,13000000,Redpoint Ventures; Felicis Ventures; Tishman Speyer Ventures; Bull City Venture Partners,General Catalyst,"Raleigh, NC",26-Jun-23,greenplaces.com,"https://www.axios.com/pro/climate-deals/2023/06/20/greenplaces-redpoint-ventures-felicis-tishman-speyer-alex-lassiter-meera-clark?ref=ctvc.co#:~:text=Exclusive%3A%20GreenPlaces%20nets%20%2413M%20to%20help%20businesses%20decarbonize&text=GreenPlaces%20closed%20a%20%2413%20million,to%20hit%20new%20decarbonization%20goals",https://www.ctvc.co//lpo-ford-battery-production/
